project_id,town,feature_id,feature_name,alternative_names,feature_type,designation_type,statutory_status,evidence_scope,geometry_type,longitude,latitude,location_type,location_confidence,current_date_text,current_date_basis,current_date_confidence,published_review_status,primary_source_organisation,primary_source_name,primary_source_record_id,primary_source_url,source_accessed_at,all_source_record_ids,review_notes,review_action
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25871,"Post Office, 218 Queen Street, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.875886530049039,56.46819071879118,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25871,https://portal.historicenvironment.scot/designation/LB25871,2026-09-02T06:42:38.783Z,LB25871 | 234651,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25869,"Public Library, Queen Street, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8735219434173263,56.468414022831496,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25869,https://portal.historicenvironment.scot/designation/LB25869,2026-09-02T06:42:38.783Z,LB25869 | 184811,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25806,"Quay And Pier, Fisher Street, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.875351507481614,56.46469057554694,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25806,https://portal.historicenvironment.scot/designation/LB25806,2026-09-02T06:42:38.783Z,LB25806 | 233887,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25873,"Queen Street Church, Camphill Road, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.874511049244576,56.46837112066462,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25873,https://portal.historicenvironment.scot/designation/LB25873,2026-09-02T06:42:38.783Z,LB25873 | 176560,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25911,"Railway Footbridge, Beach Lane, West Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.891870278179017,56.46872378059671,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25911,https://portal.historicenvironment.scot/designation/LB25911,2026-09-02T06:42:38.783Z,LB25911 | 234563,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25919,"Railway Roadbridge, Douglas Terrace, West Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8873627466984386,56.46892678944383,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25919,https://portal.historicenvironment.scot/designation/LB25919,2026-09-02T06:42:38.783Z,LB25919 | 233276,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25820,"Red Cottage, 80 Forthill Road, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8740316572193794,56.474349120103035,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25820,https://portal.historicenvironment.scot/designation/LB25820,2026-09-02T06:42:38.783Z,LB25820 | 193363,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25857,"Reres Hill Park Lodge, 101 Monifieth Road, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.857018949818459,56.47002945411882,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25857,https://portal.historicenvironment.scot/designation/LB25857,2026-09-02T06:42:38.783Z,LB25857 | 238035,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25876,"Reres House, Reres Road, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8631906285262123,56.469474580144094,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25876,https://portal.historicenvironment.scot/designation/LB25876,2026-09-02T06:42:38.783Z,LB25876 | 184945,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25855,"Reres Lodge, 71 Monifieth Road, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.862800652782005,56.4687405715772,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25855,https://portal.historicenvironment.scot/designation/LB25855,2026-09-02T06:42:38.783Z,LB25855 | 184947,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25874,"Rock-Knowe, 41 Reres Road, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8579117211340317,56.47146977244326,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25874,https://portal.historicenvironment.scot/designation/LB25874,2026-09-02T06:42:38.783Z,LB25874,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25884,"Roman Catholic Church Of Our Lady Of Good Counsel, Westfield Road, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8810758281921673,56.46729148967283,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25884,https://portal.historicenvironment.scot/designation/LB25884,2026-09-02T06:42:38.783Z,LB25884 | 187769,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25819,"Rosemount, 6-8 Forthill Road, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.874539024817761,56.47029358489458,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25819,https://portal.historicenvironment.scot/designation/LB25819,2026-09-02T06:42:38.783Z,LB25819 | 185768,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25929,"Royal Tay Yacht Club, Fort William, 34 Dundee Road",,other,Listed Building,Listed Building,parish_evidence,Point,-2.890975163565282,56.469314195769584,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25929,https://portal.historicenvironment.scot/designation/LB25929,2026-09-02T06:42:38.783Z,LB25929,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25888,"Roycroft, 31 Yewbank Avenue, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8578673607654674,56.46878374873935,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25888,https://portal.historicenvironment.scot/designation/LB25888,2026-09-02T06:42:38.783Z,LB25888 | 238052,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25862,"Seabourne Lodge, 96 Monifieth Road, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.8548448474467905,56.470071398642126,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25862,https://portal.historicenvironment.scot/designation/LB25862,2026-09-02T06:42:38.783Z,LB25862 | 234426,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
broughty-ferry-scotland,Broughty Ferry,hes-listed-building:LB25773,"St Aidan's Church, 408 Brook Street, Broughty Ferry, Dundee",,other,Listed Building,Listed Building,parish_evidence,Point,-2.86911915146199,56.466100000963024,representative_point,high,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland Listed Buildings spatial data,LB25773,https://portal.historicenvironment.scot/designation/LB25773,2026-09-02T06:42:38.783Z,LB25773 | 185798,Imported from the HES national Listed Buildings spatial data. Statutory listing and location are authoritative; construction-date review remains separate. NRHE record linked by matching point location; review if it represents a distinct asset.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
