feature_id,town,name,category,osm_url,website,wikipedia,osm_description,osm_opening_hours,curated_summary,curated_opening_hours,rating,rating_provider,rating_source_url,rating_accessed_at,review_status
osm-community:way-1019511899,Whitburn,Playground,leisure,https://www.openstreetmap.org/way/1019511899,,,,,Current leisure place in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:way-1019513874,Whitburn,Playground,leisure,https://www.openstreetmap.org/way/1019513874,,,,,Current leisure place in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:node-12142351133,Whitburn,Pleasureland,food,https://www.openstreetmap.org/node/12142351133,,,,,Pleasureland is a current food and drink place in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:node-4307623076,Whitburn,Public toilets,amenities,https://www.openstreetmap.org/node/4307623076,,,,,Public toilets is a current amenity in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:way-1047826583,Whitburn,Starbucks,food,https://www.openstreetmap.org/way/1047826583,https://www.starbucks.com/store-locator/store/1024213/bathgate-heartlands-dt-junction-4-a-m-8-heartlands-business-park-bathgate.,,,,Starbucks is a current food and drink place in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:node-12151811248,Whitburn,Taste Pizza,food,https://www.openstreetmap.org/node/12151811248,https://www.taste-pizza.co.uk/.,,,Tu-Su 16:00-21:00,Taste Pizza is a current food and drink place in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:node-12151811247,Whitburn,Taste Takeaway,food,https://www.openstreetmap.org/node/12151811247,https://www.facebook.com/taste.whitburn/.,,,Mo-Fr 07:00-15:00,Taste Takeaway is a current food and drink place in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:node-6770740088,Whitburn,Tower,historic,https://www.openstreetmap.org/node/6770740088,,,,,Tower is a current historic place in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:way-1456488006,Whitburn,Tower,historic,https://www.openstreetmap.org/way/1456488006,,,,,Tower is a current historic place in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:node-8983782904,Whitburn,Visitor information,visitor,https://www.openstreetmap.org/node/8983782904,,,,,Visitor information is a current visitor place in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:node-3761326673,Whitburn,War Memorial,memorial,https://www.openstreetmap.org/node/3761326673,,,,,War Memorial is a current memorial or plaque in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:node-7028426014,Whitburn,Whitburn Community Museum,art,https://www.openstreetmap.org/node/7028426014,https://www.westlothian.gov.uk/article/44864/Whitburn-Community-Museum.,,,,Whitburn Community Museum is a current public artwork in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
osm-community:node-3687965855,Whitburn,Whitburn War Memorial,memorial,https://www.openstreetmap.org/node/3687965855,,,,,Whitburn War Memorial is a current memorial or plaque in Whitburn recorded by OpenStreetMap.,,,,,,source_reviewed
